M.Salah	Liverpool badge	
6.5
90%	Everton (H)	£14.5m	53.9%
Gakpo	Liverpool badge	
5.1
90%	Everton (H)	£7.7m	18.8%
Gyokeres	Arsenal badge	
4.9
90%	Man City (H)	£9.0m	25.5%
Semenyo	Bournemouth badge	
4.9
90%	Newcastle (H)	£7.5m	38.1%
B.Fernandes	Man Utd badge	
4.8
90%	Chelsea (H)	£9.0m	20.2%
Mbeumo	Man Utd badge	
4.7
90%	Chelsea (H)	£8.1m	16.1%
Rogers	Aston Villa badge	
4.6
90%	Sunderland (a)	£7.0m	8.0%
Watkins	Aston Villa badge	
4.6
90%	Sunderland (a)	£8.8m	15.4%
Virgil	Liverpool badge	
4.6
90%	Everton (H)	£6.1m	28.1%
Palmer	Chelsea badge	
5.7
80%	Man Utd (a)	£10.4m	19.0%
Munoz	Crystal Palace badge	
4.5
90%	West Ham (a)	£5.6m	13.8%
Mitoma	Brighton badge	
4.4
90%	Spurs (H)	£6.4m	4.8%
Wirtz	Liverpool badge	
4.4
80%	Everton (H)	£8.4m	18.9%
Bowen	West Ham badge	
4.3
90%	Crystal Palace (H)	£7.8m	6.9%
Eze	Arsenal badge	
4.2
80%	Man City (H)	£7.5m	12.1%
Minteh	Brighton badge	
4.2
90%	Spurs (H)	£5.9m	0.8%
Mateta	Crystal Palace badge	
4.2
90%	West Ham (a)	£7.6m	12.1%
Andersen	Fulham badge	
4.2
90%	Brentford (H)	£4.5m	3.1%
Konate	Liverpool badge	
4.2
90%	Everton (H)	£5.5m	3.1%
Haaland	Man City badge	
4.2
90%	Arsenal (a)	£14.1m	34.6%
N.Williams	Notts Forest badge	
4.2
90%	Burnley (a)	£5.0m	7.3%
Evanilson	Bournemouth badge	
4.1
90%	Newcastle (H)	£7.0m	2.6%
Tete	Fulham badge	
4.1
90%	Brentford (H)	£4.5m	0.2%
Anthony	Burnley badge	
4.0
90%	Notts Forest (H)	£5.5m	1.0%
A.Becker	Liverpool badge	
4.0
95%	Everton (H)	£5.5m	10.8%
Wood	Notts Forest badge	
4.0
90%	Burnley (a)	£7.6m	22.2%
L.Paqueta	West Ham badge	
4.0
90%	Crystal Palace (H)	£5.9m	3.5%
Gabriel	Arsenal badge	
3.9
90%	Man City (H)	£6.1m	21.8%
O.Dango	Brentford badge	
3.9
80%	Fulham (a)	£6.0m	0.9%
Lacroix	Crystal Palace badge	
3.9
90%	West Ham (a)	£5.0m	3.6%
Sessegnon	Fulham badge	
3.9
70%	Brentford (H)	£5.4m	0.0%
Szoboszlai	Liverpool badge	
3.9
80%	Everton (H)	£6.5m	3.3%
Gibbs-White	Notts Forest badge	
3.9
90%	Burnley (a)	£7.5m	5.3%
Milenkovic	Notts Forest badge	
3.9
90%	Burnley (a)	£5.5m	7.7%
J.Arias	Wolves badge	
3.9
80%	Leeds (H)	£5.3m	0.3%
Georginio	Brighton badge	
3.8
70%	Spurs (H)	£5.8m	0.7%
Joao Pedro	Chelsea badge	
3.8
80%	Man Utd (a)	£7.7m	66.3%
Richards	Crystal Palace badge	
3.8
90%	West Ham (a)	£4.5m	2.0%
Iwobi	Fulham badge	
3.8
80%	Brentford (H)	£6.5m	1.4%
Okafor	Leeds badge	
3.8
80%	Wolves (a)	£5.5m	0.0%
Kudus	Spurs badge	
3.8
80%	Brighton (a)	£6.6m	32.1%
Diarra	Sunderland badge	
3.8
90%	Aston Villa (H)	£5.5m	0.1%
Agbadou	Wolves badge	
3.8
90%	Leeds (H)	£4.5m	0.4%
Raya	Arsenal badge	
3.7
95%	Man City (H)	£5.5m	23.5%
Tielemans	Aston Villa badge	
3.7
90%	Sunderland (a)	£5.9m	1.7%
Welbeck	Brighton badge	
3.7
80%	Spurs (H)	£6.3m	2.1%
Leno	Fulham badge	
3.7
95%	Brentford (H)	£5.0m	1.6%
Toti	Wolves badge	
3.7
90%	Leeds (H)	£4.4m	0.1%
Rice	Arsenal badge	
3.6
90%	Man City (H)	£6.5m	9.0%
Konsa	Aston Villa badge	
3.6
90%	Sunderland (a)	£4.5m	12.9%
Enzo	Chelsea badge	
3.6
90%	Man Utd (a)	£6.6m	12.7%
Guehi	Crystal Palace badge	
3.6
90%	West Ham (a)	£4.6m	20.7%
Mitchell	Crystal Palace badge	
3.6
90%	West Ham (a)	£5.0m	1.9%
Grealish	Everton badge	
3.6
90%	Liverpool (a)	£6.8m	21.7%
Tarkowski	Everton badge	
3.6
90%	Liverpool (a)	£5.5m	7.0%
Bassey	Fulham badge	
3.6
90%	Brentford (H)	£4.5m	0.5%
Darlow	Leeds badge	
3.6
95%	Wolves (a)	£4.0m	2.4%
Saka	Arsenal badge	
3.5
60%	Man City (H)	£9.8m	4.1%
Cash	Aston Villa badge	
3.5
80%	Sunderland (a)	£4.5m	4.9%
McGinn	Aston Villa badge	
3.5
90%	Sunderland (a)	£5.5m	0.6%
Senesi	Bournemouth badge	
3.5
90%	Newcastle (H)	£4.6m	8.5%
Dunk	Brighton badge	
3.5
90%	Spurs (H)	£4.5m	1.2%
Henderson	Crystal Palace badge	
3.5
95%	West Ham (a)	£5.0m	8.1%
Struijk	Leeds badge	
3.5
90%	Wolves (a)	£4.5m	0.4%
Ekitike	Liverpool badge	
3.5
70%	Everton (H)	£8.8m	30.3%
Woltemade	Newcastle badge	
3.5
80%	Bournemouth (a)	£7.0m	1.8%
John	Notts Forest badge	
3.5
90%	Burnley (a)	£4.0m	0.2%
Sels	Notts Forest badge	
3.5
90%	Burnley (a)	£5.0m	15.0%
Diouf	West Ham badge	
3.5
90%	Crystal Palace (H)	£4.4m	4.8%
M.Fernandes	West Ham badge	
3.5
90%	Crystal Palace (H)	£5.5m	0.0%
Munetsi	Wolves badge	
3.5
80%	Leeds (H)	£5.5m	0.1%
Petrovic	Bournemouth badge	
3.4
95%	Newcastle (H)	£4.5m	4.5%
Tavernier	Bournemouth badge	
3.4
80%	Newcastle (H)	£5.5m	1.7%
Thiago	Brentford badge	
3.4
80%	Fulham (a)	£6.0m	1.7%
Verbruggen	Brighton badge	
3.4
95%	Spurs (H)	£4.5m	5.6%
Ekdal	Burnley badge	
3.4
90%	Notts Forest (H)	£4.0m	1.3%
Cucurella	Chelsea badge	
3.4
